f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,label
5.535776520759178,6.396322719356679,6.195304897788516,4.993481288716814,4.294161425960424,3.8667801200662377,4.973090863683313,4.506950320280569,5.222913321905662,5.3731962096306365,3.8694383014287954,5.901808865545407,5.215554454231128,4.345029406034987,3.8531410989640955,6.2123190858991695,4.334218569752074,5.518554043421032,4.128420892101578,4.4716343121948094,0
4.637945263441975,5.077734919320798,4.215280283967725,4.532648726092241,3.921026107790713,5.6661925532165105,3.893627374344506,4.8892740205083385,4.09914595427077,5.369385547521284,6.835664710424831,5.156198042426979,5.816570495255961,3.220773687079461,6.254061488321483,3.931141541925059,5.142913278804765,4.5119082486918485,4.637129605143303,4.011169830142988,0
2.700143082869464,5.494970762208451,5.697941113085654,3.7721647032722876,5.779701523004969,3.235673903783027,5.77043433382253,4.571494526608588,6.3315524499089175,5.643727466426807,4.399301878617033,5.94390937920079,4.128044069043554,5.502839670798988,6.280488790540581,6.250871902394225,7.140094676928294,4.728001751421835,4.699303682540577,5.624148674048482,0
5.1371400193892525,5.0438498453162035,4.42074417834138,4.479159855561885,4.8699456811550075,4.802319200203814,3.693914331733836,4.381666705900663,5.747357893988781,4.913978822420607,4.649616405663855,3.77318907980582,4.241724637038831,6.048335753459268,5.556306923349053,4.75886029792586,4.176541493641569,4.877463892744585,6.238535151940839,5.717307317509221,0
5.898973998320095,3.9977911940405377,6.610162405412417,4.374356437071826,4.949087782393036,2.9376637874912537,3.907107072926663,7.10181303612881,3.98887292603174,6.006587664875787,4.367378295475665,3.529694831251274,3.735055421964735,5.9733702586629125,5.174414500807139,5.052385779592069,4.1437493727135415,5.3110650691267685,3.13075133296315,7.3258813751532745,0
4.066570266770308,5.405942668245492,4.078998498279648,3.87998597129003,4.733676100356701,5.479205906194128,6.018995775879102,5.755549173959473,5.716954905175466,4.237267993739612,6.447691022868444,5.868235263848263,6.037405193437362,4.407654328169591,6.299411603881767,3.294477271873477,4.920061885217638,2.466357257311979,4.450641150876823,5.339156896099413,0
6.022483868950212,5.515134296050081,5.722392100742548,5.080273749931743,3.610931393185754,4.856113401733183,8.453181663978722,5.295179622345781,5.205000887912122,5.403170513559474,5.781890819341777,4.025758120756412,5.415410673651679,2.992521503389579,5.718540173971569,3.970253637145454,4.370286215137735,6.118775184078689,5.009033150500248,4.441301153388469,0
6.000815793073523,5.169606328857377,5.944872344816062,4.9119254611812995,4.204535046959681,4.646776370715194,3.2669020968812603,4.887760382570324,3.717411937676812,4.455239756457363,5.3235485589878095,3.802246655237057,4.308446635805367,3.349653223120538,4.403361945318081,4.517706508181183,4.656127746643432,5.009874313057635,2.7147731996550273,4.538727423313942,0
3.834683578146283,4.309821891287141,3.400700631704106,5.7459011515501945,5.959991578680205,4.2029919734503505,5.5290853168058725,5.2499526906176746,4.558327271583283,6.939550368053627,4.8694414754305395,3.7826963211984213,4.476495771341775,3.5737443004772027,4.934440454833522,6.992226892824721,6.508980551826316,5.509826395810954,5.5283197768999335,5.974564342949608,0
5.281401315209157,6.14054346192472,4.383763105706126,4.641877095922087,6.39585524184401,4.651533294778221,3.1705565573448564,4.0154387713002055,5.71109400477769,5.2494099306166895,3.4995227263737343,2.5090966260973513,4.668300645870381,5.1527482156672475,5.184888434973369,4.289924985256421,5.016687711669185,4.445842838683749,3.714594950843801,4.900915319901345,0
3.1962548552979473,4.711336785496216,6.237156428495525,5.065841869105588,4.816483056845093,5.251824738677917,2.7939499092507503,4.468745427296771,5.431477630372503,5.128698322763994,5.621182237436438,4.299268094990239,3.6578168022761357,4.614324914703561,4.308340367581567,4.228138052334884,3.731281970939448,3.806292332913392,4.849535225211784,3.913242328303763,0
3.426030514377291,7.14505848140921,5.982129327859825,4.798189752364938,5.459688454889271,3.4934858021542183,5.240130802093095,6.893554678548169,5.3325508700829225,3.705822588582751,6.646009539283488,4.157444213267906,4.1170425310867245,4.937467882183409,4.163635205735978,4.7790766664137,2.656806657559386,5.340759723321547,5.937577576739271,2.807749169503893,0
6.736697120606171,3.223966404444175,4.837054951390069,3.4808412595930585,5.699817288240773,4.718737749797505,4.774294420104741,4.81508562019125,3.8010281342335164,5.882648115538134,3.8258651966233614,2.8359521385066198,6.145868569775379,4.277240671871681,4.467430267130564,4.933199998093932,4.819070622592417,5.364825251962274,3.523320932232059,5.533516328770953,0
5.04175380368682,5.834277864537082,4.367748072630312,6.099000830822795,6.333565335441588,5.231697208833715,5.563360406148197,5.854708722724485,4.176618553975875,3.871226020880379,4.6309173049480945,3.7166917349485553,4.359503173934416,4.650987517467126,5.514290588673463,4.544400285418908,4.9687478255545985,3.9055986307120873,4.1830233083882975,3.979750241588035,0
4.082951341646047,5.929324797506586,4.89665779795207,4.110778916240207,5.8426915570049776,6.2735994668305874,6.355600935766162,5.242504595298651,4.418499193431118,4.092916918469493,4.680178386796436,7.262370551537252,4.67430328811668,5.536809669427957,4.856708885138971,5.855074960415624,3.9688243226882496,5.915822988557767,4.245672472900456,4.826825350855268,0
5.490911821259873,4.2389610198280945,6.116583167209537,5.887390999004611,5.352998309029853,4.679505938064792,4.097511379576352,3.734901337794157,3.907554446165334,5.858834423394295,5.740821429827991,3.3232755230500395,5.076637948290511,5.618723448472206,4.937436316092458,5.305788588178482,5.278978573937928,4.9580957097439855,6.481476695206181,4.6627885829048825,0
4.991596768668206,4.784878724404122,4.157851817909567,5.946529281488854,4.968759426938821,5.28873746513422,4.430969002510686,6.015238562674247,5.814232027331855,5.645860023142301,4.815803533884138,5.365561597137667,5.018487985887305,5.780298295657382,4.774310949517895,5.004696142472425,5.64720980962462,5.08261316945363,4.373478646865042,4.8151998584777855,0
4.065754109519352,5.893560947534787,4.824371922581426,5.162846242892752,5.53938228477255,4.478883431714829,3.884367492602838,7.190921197688619,4.14077061343179,7.059582907832992,7.103964366199614,4.753367991541827,3.5770991509970216,4.660515930281443,4.821440046356495,5.02834685971269,5.042901418625087,5.732604641209337,5.694354624033177,3.592158512634802,0
4.616704251249814,6.3817594177392465,5.68650296837262,2.9642445158730752,6.163067548229967,4.7289191568886455,3.562502237357199,3.4624855032206034,5.430197470612352,4.420726091304669,4.181876961010126,5.172727065431753,6.831836999605445,6.953884426501482,4.425127181185585,5.277074570858618,3.277215009844068,5.885806844106625,4.75434407235597,4.394210489531165,0
3.93829827668981,4.200709260546695,5.2510398545883525,6.125092270113414,4.276489410992124,3.6247197214952767,5.8415296612757475,3.883604718783187,5.225854167176678,5.505706533755029,5.038683354198144,5.324117348553328,4.290035304351088,3.1396864576625267,3.077649742905344,5.962431333483681,2.5949826520825665,6.837820250323011,6.041607326208786,4.132427456449905,0
5.32896747052861,4.111476463262171,5.220574775303231,4.18283490755297,4.35219117270669,4.910494698797262,4.622962663967805,5.331712665679827,3.9825564260457824,5.54246008458167,3.0021892063374382,5.513779792314017,4.912102051977964,4.6227331556293905,5.773846675137991,6.062182127747258,5.104583174633932,5.324644103341819,5.300322394803819,4.848705142830276,0
5.272986632524877,5.012627750063951,4.385038826708578,4.850542031460697,5.798237719442761,5.252222792216722,5.689151109939723,5.98143016971205,5.906542389685633,2.918842256701388,4.302408433308159,4.814588323536126,5.51362846049457,4.86707757309269,6.267678807296598,2.7529852765622818,3.8826251754908645,4.74746528735134,4.151639243877548,4.242421507202886,0
5.496052577316494,4.687272337190938,5.466032563438158,5.987810187346892,5.370835122988171,5.028711389328208,5.9913459823712065,3.52966541460861,6.049546320064562,4.763912605546074,3.2585239053989463,5.329852518376455,4.787528080159843,5.3892084013706345,3.3480754392849867,3.5971576306975495,5.761004586473803,5.4308237206022225,5.414415111071211,5.222872317299013,0
4.299457467441966,2.997698605143816,4.64964637334995,5.317092619342597,3.4822500456941374,4.003069948910117,5.4668129881982175,6.429598319178563,6.396074157495679,4.592412041218416,6.925014781680975,6.105299173711091,4.915416920907857,4.728627305811754,4.16400028088371,4.497279553880272,4.621851079837941,2.752502872789836,4.908711440757734,5.041702871665239,0
3.1668847510577747,5.451942536081884,5.500094889952315,5.482733290446382,3.445641183754316,4.676494110569684,4.943734757549566,3.6038808449523962,4.13587990611237,4.962632700821928,4.8461609592268715,5.2193832517156284,5.163241387473923,4.852103852667249,4.630554599138409,5.026837965203251,4.348766078721194,3.9031318267311574,5.511507055629022,4.548674581233283,0
4.478243579679749,4.175337574677784,4.683402619894646,6.05911380384496,3.967881318909309,2.83747095180153,5.271026996822407,5.294574774843815,5.361621661455002,6.512767709196575,3.846302301341309,4.224923217212833,3.7651997151308985,4.652728699555503,5.751198116449107,6.034116928961511,5.819925528256199,2.031728848901532,5.082732494079955,4.017996776799245,0
5.290693190593386,4.049084951077258,3.9422264702106453,5.044092797285078,4.726239798014293,3.8463484353301878,4.6995137456425295,5.196119370360177,6.9278466971983494,3.391308386762156,4.733638871684609,4.411651589280521,4.879774133855113,4.515059129748336,4.216878684289913,3.5841289422797606,5.580682667410102,5.438411527981191,4.613107752209288,2.8868869642503565,0
6.297409885373299,5.526611540029494,4.932280328966602,6.948739885492716,5.249870595787166,5.79905305128543,5.723808421900462,5.550021734600756,5.117240334526297,5.6825204610156685,5.419994783030994,4.770237344368961,4.835454679158721,5.992515161726537,4.010567832909792,4.338548169338506,4.84641599781775,4.901348927113492,5.387151240331749,4.112553795810102,0
5.467067881273128,5.969123078763973,5.657429535061669,3.3211697551465256,3.6145642743889486,1.6735731019041564,4.816028447113697,5.815589323962555,4.078781310684639,4.895481671809127,6.825873180434266,6.0353244102964405,4.725326709847258,2.476849502217877,4.373238029778543,4.877754857747366,5.63864790109061,4.487033711362476,3.9116777514017507,3.80590122747756,0
5.787298468685799,3.7389945905832325,4.615618318930451,5.198162864386338,6.558314690979185,5.892208859878255,4.981949987266538,4.862609981344038,5.979938352437726,5.281749422654222,5.4600396501224555,5.2610297730774,5.1108158650391085,5.34878131825956,7.052965324992317,6.181058320981828,5.903730899874417,6.496021553915381,4.094405033142442,4.870027989172007,0
4.976212580781626,5.595296273650353,6.1296281453450945,4.483504154382355,5.580754368647141,5.239350383244063,3.779194956919355,3.2369550292498372,3.2910112417965376,6.278979536144441,4.58036590761671,5.655822227565146,4.881342270359792,6.0078957256398775,6.0036525701307735,3.975530120929977,5.726437097982028,3.7414564860619404,4.760202378121725,5.3916911500801055,0
5.348685588189189,5.941220495603237,6.191706673547696,5.025085768200837,4.741283338458574,4.4370363000677795,4.416923132754857,3.7971547164692274,5.085217922902849,4.700204768963505,5.563950561208635,5.0523143394527175,3.9882410976646727,5.573730346438276,3.022486572707413,6.475342023241462,5.379563621915464,3.9783051836955408,6.203777489766955,5.984496867217735,0
4.926998777188901,5.293714402186659,2.7604696529641077,5.700458527547996,4.9037447684678055,3.968747372971114,5.453411339641827,4.186357338097251,3.897900354269738,3.6160408752281765,5.270094350479861,7.12348370217441,2.666627898420472,3.7538031568142287,5.266550822264092,6.9254989329248495,4.791563393699762,3.9092249445610188,4.445874248559369,3.77370991584625,0
5.840767807375795,5.726642382080745,4.051329903635744,6.045278061151242,6.002911293961391,3.9651928533189356,4.264136184145541,4.373619364073111,4.684786533767413,6.088273927071418,3.2812528139377837,3.9913146454228294,3.37471609666683,6.681930723943182,4.259203809040709,5.223765861978195,3.4608036969211207,4.263053168300048,6.415095720000801,6.255947956054771,0
4.274554126491084,5.932140931152546,4.05545255188382,3.7912103372399963,5.680267156244059,4.984797511057987,7.861060310243619,6.2266222256051424,6.66485315493097,3.0785538313827447,5.079743124104421,6.20671044399012,4.296439233411024,5.091611732954546,4.162025606661518,4.713504009151253,5.069181612324409,3.001845907202828,5.323607467408919,5.220777875538426,0
3.399042025251214,5.014573992484669,6.338654637640719,5.23134705405619,5.44195571719204,4.7936280072503745,4.957427883724402,4.581639133685023,4.468622128993287,3.2525761604445718,3.468828700176992,5.823705059932926,5.401546571262959,3.22073941509067,4.369015835530327,3.4327483602387003,5.662956912733945,6.062463684687786,4.390805286279352,4.355602482414886,0
3.52209411854082,4.629800320246932,6.464689252439122,5.072060447155828,4.460223559516054,4.851643754115319,6.870783392392931,6.249147560182561,6.2355134049897325,2.8745186226272503,5.386793405676484,4.711866688661601,3.779257975957815,4.2000803855677145,4.235367372092653,4.197878260881452,4.372368850054696,6.326120132139701,5.128837038989016,5.7152365821090205,0
6.434404650344017,8.542337384987018,4.772768921592992,4.3150801774056315,3.668399263992568,5.424717205165244,5.958288623187622,4.500693177214954,5.256009613450157,4.9454611920140445,5.7057457207871956,4.321710012318898,4.161609262835884,3.983717682847172,6.337432318166142,3.0995654923461475,4.19205989368208,6.567371850055986,6.414242091599425,2.999588643542644,0
6.9119505285025955,3.835670204266452,4.892794019576607,5.121876297539055,3.747755238482985,6.695977704040352,4.845734026574246,5.06327791757358,5.614317482539959,4.902659002904455,3.778515434424705,4.794263133250831,3.9681208849021674,4.914254868473306,5.498794719345541,5.205884880632423,4.623377803312813,6.284980656650394,4.092129881776111,4.786111117605006,0
3.6921915179890465,6.309478378327106,4.055607310433871,7.304960154354813,5.053472169736716,5.988775997175065,5.52231250807162,3.759351188247804,5.992851500553267,3.4920603268050847,3.8750714813984155,5.595461286511707,5.852007946121777,5.155152689332736,3.740168468728484,3.2632448078534915,4.193385338206611,6.552823859049593,5.572485191937002,5.654144469400917,0
5.330051703990469,4.522196586140777,4.631219061246265,6.08604578796277,5.083733039881991,4.876070261610657,5.0794948459175435,3.7022424812837587,4.856906753193937,4.789018022235133,5.309176769508918,5.5222691549678204,6.525926192923496,5.3964546032570935,5.196539336908357,2.965654251648912,4.219507436615602,6.261388811691802,4.610045590226164,4.73699996136271,0
6.072953431521702,7.200000156753543,6.02494856318593,4.406733101339065,6.230070564649935,6.760254572199327,5.4894102862982965,4.306774471125932,4.390695821739442,6.980811299960914,3.0468107134761153,3.1645294711700056,4.850759805925923,4.6162006052132725,5.143288964035961,4.711419592660571,3.5043135666565535,4.815275449946676,4.740208189466578,4.2327858766516355,0
4.937449326153531,5.699848079108524,5.5144250332673135,5.275814156373381,6.0198631183757465,5.002442411608965,4.139010683659417,3.5549687576317597,4.77659628298949,4.971189200127118,4.1955532581179495,4.970606656615577,3.8623712277796853,5.57063841646125,3.8426348656393996,6.3834290142392565,4.433800573516165,4.737126001920759,7.468675991811273,4.045016473542792,0
