f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,label
1.0575866714451037,0.012747675918103996,0.4686914235259076,1.3578556434041658,0.7414063453111253,-0.26361866037365084,0.670288886342462,1.2877284814296825,0.15799002902257359,-0.37299800221425705,-0.9850632956432313,0.5462100551724984,0.35797961081799007,-1.9115046080226155,-1.938109536037818,-1.0776388546692899,-1.1100399414876156,0.8014587021781294,-0.9158630552117105,-1.1071616583887676,play
2.691858902519155,1.7715685339942668,-0.24200654298109311,1.2288713273326928,-3.1849271323365436,0.19994900374276847,-0.21483131510912234,0.20557282811576416,-0.06646542091691021,-0.3622621883981627,0.298086896429098,1.0295442400903851,0.018980870767208138,-1.7971382765288453,0.47210650396274206,-1.5742530426186196,0.0753854414378283,-2.5538157992274355,-1.3640558276781867,0.42709448810971246,play
0.5599426559840843,-2.048824829891516,-0.07382087846962748,-1.3060765936738912,-3.6503592504092337,-1.4200771407746025,-0.3476866482733569,1.1074552455060347,0.04989688871802145,-0.666382676918746,1.6334483798291217,-0.5172739603411782,-0.24044356734258937,1.0732593745013692,1.5589360922347395,0.6112374582292466,0.13050708538763,-0.3435109739684192,0.5422594719161196,0.9765668822365143,play
-1.2787070517057593,2.594144010718671,-2.752943889899604,-4.118337217275391,1.298280294005759,0.9160262101091883,0.20174171741298627,1.2204279772478486,0.3683760348959852,0.09566764067206823,0.358281766076929,0.808961144993021,-0.1476481599371594,2.1501275392415113,-3.5618724405700157,0.7748843408502356,0.37477808551764885,1.0271138167980243,0.6958895949993052,-1.92126072291865,play
0.33145162938152395,2.0678045430367096,0.9040827110186545,-2.937688019551148,-1.2408161706676921,-0.35738645028584004,0.9324594445407547,0.32620566086892727,-0.47829487952764016,-0.014750159019046527,-0.017385936824425824,0.34659267481846845,-1.011851322246473,0.27029035800449835,-0.48248430838093936,-1.1655952104917147,0.3537675541208511,0.06860943873325209,-0.49917089666175074,-0.434614959579826,play
-1.860541738456864,-1.6100035447248797,-0.9566733118410098,-0.6570040404955028,-0.9943629158816648,0.8373821356062892,1.3220577308595536,0.6663301214108497,0.5087533124291859,-1.0095406968386502,-1.5502898032065766,0.47103479446723884,0.6891694401139791,2.0789429704322746,-0.10265554374585942,0.6487720338579668,0.3334516640007962,-0.9639176566880477,0.9295046927867093,1.245904909741348,play
-0.3685890255043942,-0.2552925992504478,2.9741432199402835,-1.4291317527059597,2.5969073819668864,2.665794818269192,-1.0005562164907031,-0.6658843333632705,-0.7844420153401976,-0.5456762063052452,-2.1462210083432196,0.14806271305190644,-0.4696800903453845,-0.016633345851038928,-0.8001308540397861,2.0488242860225023,-0.6731055947001114,-0.584052997130804,0.8187104200057265,-0.7522399603200168,play
0.5763240792267923,0.04969060518774815,-0.7043149210173184,-0.16097384826535854,-1.6729065945291661,1.097529202768308,-0.7621713334869489,-1.9391148066280204,-0.6124281823164134,-0.22398166115598966,0.19924300650406915,0.8513423820209431,-1.125500738670055,0.5098138304882373,-1.1531180940922248,-0.6241980578463276,1.6624042842020414,1.523132311731487,-2.1373466408189756,0.6493028672317153,play
-2.017487291861074,1.4966732498606765,-0.10068489819744791,2.6576612121323673,1.9266897124022067,0.30726618028148966,0.8006932974418383,1.3306545862601553,0.28223125082751743,-0.43363909161431846,-0.430545248289633,-1.4247912259835833,0.49055589820792134,0.8510726144797978,0.1604942818346104,1.2746937868078059,0.14933770352505069,0.6565343110868291,-0.35605978419397616,2.4794141476997953,play
0.010958258544889077,-1.0404553667949648,0.6821309939574887,-0.14284420954255794,-0.19731741596687075,0.3245548414367387,0.06168310015676104,-0.038743734916654254,-0.5852059916497354,-1.340684745241102,-0.3536808482874429,1.1672710382362939,1.404256810885398,-1.1777930715550444,0.6837501272578188,0.8674090970144304,0.005039645314175556,0.43398453842056395,-0.3639493720409673,-0.9905293373196838,play
0.9895167741823576,-1.1002872883667372,-1.406680311256394,2.7145400997085707,-2.631886255135035,-0.5181354129492568,0.6698718462454762,0.5750813400722099,0.6319758915479332,4.188727496345333,1.5502179077288765,0.1268769477661218,1.22400323795523,0.6733751493061715,-0.40382252824264786,-0.42266989107049957,-0.48272137391006303,-0.29930392518066573,-0.90257778166729,0.10311412574506516,play
2.1825015179575167,-4.550526079337063,0.33620187179652694,-1.0661934189958433,-3.2187052351986236,1.2198070133099277,0.11833600637554477,-0.5549986666439184,-0.7671499060943052,1.080143668514791,-0.8870430096265657,1.2001195703295693,-0.17284895941612993,-0.9940999097719678,2.093698029603357,0.2699095695627248,-2.6494708036045242,0.5502554918983651,-2.193110821610737,0.4936666567965266,play
-1.3985204460887557,0.08743679849935261,-1.1518080260091674,-0.18084992906106656,-1.3241778623820644,-1.1508102584584856,-0.37964395974449716,-0.39529959066361414,2.2356044274891906,-0.32948295734727523,-2.065681275586668,1.6691865578898217,1.7112113443528236,0.7687631730468698,-1.2028227040775747,-1.068834584500992,1.1339864426435597,-0.26179731924225164,-0.26673168052503216,0.5246318887315822,play
-1.9405090269298941,1.8633946761293025,-2.7934429669499856,-0.8790599227959125,-0.2710639922645107,-0.9816783396511133,1.8848387545486813,-1.766309366005222,-0.3209692346052289,-0.5169136177842053,0.9619885441088063,-1.4792629243848254,0.6326782553312791,-0.6261304805650121,-1.3374575647764253,1.035270336859218,0.9776292725203282,-0.6164968906359268,0.3609015472624282,-0.6670606579341297,play
-0.4108882367286939,0.6795418447622548,1.9716269338364962,-0.44367472279869524,0.33023395030080405,-2.0929106067812353,-0.4391016110383281,0.7602484788407091,-0.4009540214517869,-0.22166816415484958,-0.5012976947404771,0.5405481916881401,-0.7470225268240698,0.6095142353343347,0.07567239141059484,-0.9280108998717197,1.203213904645617,0.2861614201813734,1.3064029518197064,0.8618395753905019,play
-0.1934687760501066,-0.15273613905557726,0.5977724883122371,1.0664363382051325,-0.012548873202495023,0.32869866081307825,0.7013224779625148,0.6942767042916517,0.8111602414856101,0.11176469384360782,-0.23202739724953028,-0.05000719985503621,0.6927445563560003,0.8514832040312963,0.8940598962112392,-0.3947727624343108,0.5123269900153221,0.07549766518056811,0.9520434900088517,-0.044661576897838534,play
-0.2116671480048265,0.6231813822139823,-2.7823895376170564,2.5171219875265973,-0.00804029018369623,-1.433868554745966,1.4227564397524672,1.0167813113421078,0.42657343878259696,-0.23140000185721543,-0.4547151136128845,-0.1134567084221304,-0.7709812383305185,-0.018400590525500693,0.11082928340129383,-0.5336324950468794,-1.0128566899151203,0.5697656998235597,0.4259969331257147,-0.670727133184823,play
-0.9973513142660219,-0.3654351465984098,-1.0472050957532661,-0.4028056436278932,0.31347518865516477,0.5919810246505759,-1.0671905652570315,-1.8526580174587233,-1.0320732169560454,-0.5763864643839027,0.40258358447504633,1.928703643178663,0.9559922862470711,-1.2552623772097684,0.36086038523078784,-1.6770247985813636,-0.3761333312193702,-0.18944295639492786,0.28077563172014297,-0.39086334320525906,play
1.7843450640171952,1.967201628793445,0.3494593383771365,-2.1608745828728413,0.2686190484099219,-0.3576464679246278,0.8870740758118454,0.5850205221843736,0.4919172166202149,-1.3620016955297587,0.4161296929128783,0.39681916801636025,1.2536714924404995,0.6179950904466035,2.067324175569385,-1.0802244404634074,0.957197786696214,0.09687042523234987,2.3000721795402037,-0.5316625163611175,pause
-0.6114184321597729,-1.7840644251964153,-4.24326979908823,-1.415287771053189,1.3980518094558778,0.0623055962703999,0.9277141670408138,1.231910242523224,0.9785437191417774,-1.0589329758977022,-0.5704117442602499,-0.6211514680480512,-0.9182253756527097,2.2127888594374903,0.7179339041535822,-0.43600579756998603,-2.16389619910074,1.5676706044714472,0.2955747086037163,0.7353264790546604,play
-3.8027682028572096,-0.30590479276802696,0.10233608587223963,-0.7423516767622518,0.32787500641056455,0.4568296427680745,-0.977606426442498,0.03298115759849113,0.02900916381449073,1.1893690950660019,0.7999872561061377,-0.9718420867637241,-1.6150956959055456,1.2475071841814538,0.9416691475507423,-0.6755335210424429,1.6357995017784928,0.20677567323923085,0.9970408656067401,-0.6364515264168349,play
3.8346094265405295,0.8772081058743293,0.43857364787020425,0.29900225860795254,0.8252198340582606,2.3520669510449883,-0.4425122534437089,1.5099626662585957,1.4573487909794733,-2.1820432881130882,-0.9294425774496708,-2.5494035276477174,-0.5680939036944148,0.8756824700905967,1.593366287536077,0.30563248358780665,0.7325710487090537,-1.4572204315936592,-1.4288831905223855,0.3186391373830023,play
-0.32948947059081324,1.4232433129021678,-3.4978559477342794,-1.4017977278740135,-0.13581033540951348,1.120200742279496,0.5802522227440811,-0.9707408597211921,-0.8983644762154523,-0.4994758016199068,0.2168456258977582,2.0066271587981,-0.7226164143390716,0.8090049609095551,-1.2628920260709406,-0.6376306424983139,-0.26529448661678756,-0.6220261782148186,-0.3863070837676409,-0.7052413020758871,play
3.270956439062789,-1.7812052092780508,-0.3189137875967903,-0.19310414887498328,2.663919040307804,0.13172268548257876,0.9148718974152954,1.1832343255617965,-0.06986809312702735,0.15136683548573804,-0.6847409618448876,-2.4980905535982476,-0.6475480024583002,0.3875167947464836,1.602603091402221,-0.17425604636429481,0.48810102318685095,1.101724171113696,3.3168496994560273,0.9259178591119581,play
-0.7349669014210976,-0.17669776619379485,-1.0511222449036484,1.997034302259186,-0.5794955082542322,-1.7698955540200219,-0.45955346519787643,-0.9222627424289336,1.3250323520244716,1.3948478449460113,0.8450490133102724,1.5044431228227144,0.22843712920394493,-1.413751511685366,1.8917188399565361,0.77099715214839,-1.200298394065952,-0.5620849375596082,0.048166868426072984,-1.1914146129278356,play
1.8564059423511923,2.9868894121809846,-1.9474718379774705,0.5946488724531033,-0.4167434564003769,-1.7935069277556426,-1.4959137297977112,-0.17438140741150243,-0.015939430278673686,-1.0443362568503707,-0.39842166838649845,0.046686565125515125,-0.0803201440281299,-0.18715634104401657,-0.3905487429736764,0.6039872759665489,0.7037555635591896,-0.4228109636762465,0.5449421456887519,1.0621045190326615,play
-2.220275703716957,-1.039666930117692,0.4524509215088943,-2.4983009808691286,1.0315265386755768,-1.5557420656969811,-1.0803901965812137,0.32895087278631274,0.785158226294461,-0.9695899404253683,1.0240136904955337,-2.162255318234136,-0.09617272458527916,-2.126759001881731,-0.6360437797493245,0.65979191333693,-0.8253080402425659,-0.023643048143213274,1.1428854162601012,-0.8621047758428293,play
-0.8627942412619535,0.11192465139661967,0.1854633775328599,-0.867367830778198,-1.7909701747694133,-0.69347196368824,0.2861322152956635,-0.2917628909246339,-0.35606541817593035,-0.08360875796017331,0.038100883839310776,-0.12834724982470172,0.7513169539622233,0.1157284903714039,0.3988325502388362,-0.7185055793609736,-0.5955370991058284,0.26058752445704153,-0.48056884243935893,-0.3287036302895958,play
-2.982133508732146,3.6990258199548576,0.9366728390503739,0.4115219025333354,1.8450237948341344,-0.23325824415389454,-0.6503133063893753,-2.062991326582207,-2.470349988518072,0.30109595619271545,-0.7360614421268105,1.6812532736998431,0.08524493424503729,-0.5393125521962836,0.7433092733792453,-2.3774766695874963,0.7641453652185243,1.435012547608483,-1.2654342639494653,1.0257177742877457,play
1.2032456056795082,1.0647135888575,2.1387181715847596,2.996531366087988,0.544173408930277,-0.060035440662086575,0.1106172483521331,-0.497664438084473,0.5253356281765598,-0.7397408845698803,0.22228102636805896,-0.5486736669434578,0.40251207577745596,-0.4287517105558494,0.6929063377573306,-0.6292024649495099,-0.5561591301250715,-1.406595749993674,0.08625241648339577,0.32533794972251234,play
1.565353360980769,-0.6826681865845057,1.0702091090003891,3.8748206339218396,-0.02122487671092861,2.008220415125963,-0.12603116372299916,-1.2891909210386132,-1.555331157013682,1.6248245272153794,0.6053651952241519,-0.07899690361607292,-0.21926868804030047,-1.1310333140499997,2.772398961313992,0.27707724104707715,0.20148505842311987,1.0882723470091231,0.5784766869126549,0.23084199370504155,play
